CustomerID,frequency,monetary,avg_basket_value,customer_lifetime_days,purchase_velocity,return_ratio,churn,churn_probability
13417,2,640.83,22.88678571,201,0.009950249,0,0,0.361757426
13418,23,5845.44,18.61605096,361,0.063711911,0.020578276,0,0.01516312
13419,1,221.06,13.81625,1,1,0,0,0.733158398
13420,4,140.35,14.035,37,0.108108108,0.147727273,1,0.665511464
13421,3,1848.98,17.60933333,250,0.012,0.000847458,0,0.228003304
13422,2,2601.55,20.32460938,14,0.142857143,0.003785011,0,0.660483001
13425,3,1624.21,20.82320513,187,0.016042781,0,1,0.338978448
13426,12,3550.7,22.33144654,359,0.033426184,0.009442446,0,0.046517981
13427,3,582.6,20.08965517,196,0.015306122,0,0,0.355969508
13428,1,218.47,2.952297297,1,1,0,0,0.732597256
13429,4,1006.8,15.02686567,65,0.061538462,0,0,0.584852791
13430,4,648.69,12.01277778,68,0.058823529,0.017615176,0,0.591204117
13431,2,1269.1,27.58913043,22,0.090909091,0,0,0.690632219
13434,2,534.24,53.424,23,0.086956522,0,0,0.712715451
13435,9,3794.49,36.83970874,184,0.048913043,0.001882353,0,0.198969464
13436,1,196.89,16.4075,1,1,0,0,0.733986066
13437,7,3408.06,20.40754491,176,0.039772727,0,0,0.244370952
13439,1,283.71,5.253888889,1,1,0,1,0.73089726
13441,1,296.64,22.81846154,1,1,0,1,0.731561894
13447,4,1104.23,17.81016129,13,0.307692308,0.012131716,0,0.67005094
13448,10,3465.67,17.41542714,358,0.027932961,0.013431013,0,0.054444052
13449,1,291.88,15.36210526,1,1,0,0,0.731259355
13450,6,2043.72,28.78478873,192,0.03125,0,0,0.271248673
13451,6,2916.45,6.568581081,309,0.019417476,0.002799813,0,0.110838512
13452,2,590,295,12,0.166666667,0,1,0.740225158
13453,2,356.98,20.99882353,124,0.016129032,0,1,0.526466534
13455,4,1007.35,19.00660377,342,0.011695906,0.026086957,0,0.126760441
13456,7,1737.82,26.73569231,190,0.036842105,0.011904762,0,0.268443696
13458,22,9537.92,24.20791878,353,0.062322946,0.008791209,0,0.010334419
13460,2,183.44,10.79058824,21,0.095238095,0,0,0.723316186
13461,3,1445,53.51851852,125,0.024,0,0,0.469323525
13462,2,143.25,14.325,70,0.028571429,0.016393443,1,0.640445198
13464,1,674.68,16.45560976,1,1,0,0,0.720412121
13466,2,297.95,16.55277778,84,0.023809524,0.003875969,1,0.608577464
13467,2,1083.71,10.94656566,26,0.076923077,0,0,0.688803817
13468,41,5656.75,18.48611111,372,0.110215054,0.003099574,0,0.003844713
13470,2,165,16.5,16,0.125,0,1,0.731157542
13471,4,2531.58,9.736846154,47,0.085106383,0,0,0.566193644
13473,3,417.54,18.97909091,273,0.010989011,0.023076923,0,0.230840099
13474,1,229.59,3.58734375,1,1,0,1,0.732322159
13475,4,1431.78,16.64860465,108,0.037037037,0,1,0.483197129
13476,4,1092.77,17.9142623,103,0.038834951,0.007246377,1,0.505641383
13477,8,1441.53,17.79666667,254,0.031496063,0.002946955,0,0.173339165
13479,3,291,18.1875,37,0.081081081,0.007518797,1,0.678287565
13481,8,1776.81,15.864375,323,0.024767802,0.013309672,0,0.10171698
13482,1,184.64,16.78545455,1,1,0,1,0.734350553
13483,1,140.34,14.034,1,1,0,0,0.735427276
13484,1,313.8,39.225,1,1,0,1,0.732038966
13485,1,454.24,19.74956522,1,1,0,1,0.726923433
13486,3,1122.41,16.26681159,77,0.038961039,0,0,0.575658708
13487,3,575.4,16.92352941,296,0.010135135,0,0,0.19524879
13488,17,8910.61,20.86793911,351,0.048433048,0.001329787,0,0.016468711
13489,4,449.52,32.10857143,190,0.021052632,0,1,0.355544925
13491,10,1215.82,14.13744186,321,0.031152648,0,0,0.097189716
13492,3,1269.84,25.3968,79,0.037974684,0,1,0.567163287
13493,2,618.63,77.32875,12,0.166666667,0,1,0.726745444
13494,1,316.26,17.57,1,1,0,1,0.730701903
13495,6,1990.12,38.27153846,361,0.016620499,0.018427518,0,0.085628258
13496,3,617.93,17.16472222,350,0.008571429,0.036474164,0,0.133866654
13497,3,321.05,16.0525,86,0.034883721,0.025157233,1,0.585728733
13499,7,1146.96,25.488,253,0.027667984,0.005154639,0,0.192192355
13500,4,1136.77,16.96671642,100,0.04,0.041025641,0,0.510117186
13501,2,1310.47,24.72584906,46,0.043478261,0.005385996,1,0.647492634
13502,3,292,16.22222222,308,0.00974026,0,0,0.186225273
13503,1,216.85,12.75588235,1,1,0,0,0.73321457
13504,1,295.93,13.45136364,1,1,0,0,0.731033376
13505,8,4282.88,18.86731278,166,0.048192771,0.010158472,0,0.223269579
13506,3,452.82,15.61448276,58,0.051724138,0.009345794,1,0.63524231
13507,4,2479.16,15.30345679,143,0.027972028,0,0,0.376502157
13508,1,110.97,9.2475,1,1,0,1,0.735968078
13509,7,979.72,22.26636364,276,0.025362319,0,0,0.167703169
13510,5,1785.16,15.25777778,183,0.027322404,0.002894356,0,0.308427397
13512,1,251.21,16.74733333,1,1,0,1,0.732483714
13513,1,205.1,20.51,1,1,0,1,0.733995116
13514,1,152.2,38.05,1,1,0,0,0.736487815
13515,4,891.12,15.10372881,176,0.022727273,0,0,0.366329579
13516,3,1389.41,31.5775,218,0.013761468,0,0,0.29190746
13517,5,2109.07,14.74874126,121,0.041322314,0.006617647,0,0.414427878
13518,1,659.44,17.35368421,1,1,0,0,0.720905517
13519,2,110.8,12.31111111,28,0.071428571,0.045454545,0,0.714825643
13520,8,3487.75,36.71315789,313,0.025559105,0.004263094,0,0.088273538
13521,3,1093.65,2.50837156,9,0.333333333,0,0,0.691247222
13522,1,125.8,25.16,1,1,0,0,0.736476353
13523,6,3755.38,21.21683616,334,0.017964072,0.004011461,0,0.08287922
13524,5,680.18,25.19185185,180,0.027777778,0,0,0.349422787
13525,2,628.78,104.7966667,234,0.008547009,0,0,0.307164756
13527,8,2263.76,10.10607143,294,0.027210884,0.011356844,0,0.118036175
13529,2,307.76,20.51733333,126,0.015873016,0,0,0.524090098
13531,2,483.8,21.99090909,162,0.012345679,0,1,0.444122339
13532,1,210.31,3.186515152,1,1,0,0,0.732839867
13533,3,270.79,3.563026316,85,0.035294118,0,1,0.58855128
13534,43,5613.08,16.41251462,356,0.120786517,0.029554937,0,0.003805854
13536,7,3448.29,19.26418994,75,0.093333333,0,0,0.422360713
13538,7,1280.85,51.234,273,0.025641026,0,0,0.166335616
13539,4,605.84,15.94315789,224,0.017857143,0.01910828,0,0.288711919
13544,2,291.41,3.34954023,201,0.009950249,0,0,0.372032286
13546,3,626.99,6.397857143,189,0.015873016,0,0,0.36685313
13548,2,682.41,5.503306452,148,0.013513514,0,1,0.464404764
13549,8,916.12,17.61769231,217,0.036866359,0.002188184,0,0.234521702
13551,1,91.8,22.95,1,1,0,1,0.73729306
13552,16,3539.53,29.25231405,250,0.064,0.022366522,0,0.082010634
13555,4,4149.28,30.50941176,129,0.031007752,0,0,0.348794911
13557,2,584.06,17.17823529,253,0.007905138,0,0,0.270984187
13558,4,605.06,3.457485714,63,0.063492063,0,0,0.601789499
13560,1,174.37,5.283939394,1,1,0,0,0.733968781
13561,1,141.86,10.13285714,1,1,0,1,0.735158622
13562,3,1799.33,21.94304878,164,0.018292683,0,0,0.376735708
13563,2,777.53,15.86795918,56,0.035714286,0,0,0.645855758
13564,5,647.74,7.620470588,224,0.022321429,0.003034901,1,0.272130993
13565,2,240.22,6.321578947,316,0.006329114,0,0,0.188051216
13566,2,874.71,4.969943182,42,0.047619048,0,0,0.667459527
13568,1,192.85,4.382954545,1,1,0,1,0.733399026
13569,2,373.75,4.397058824,351,0.005698006,0,0,0.145434031
13570,1,239.49,8.87,1,1,0,1,0.732352722
13571,12,2092.32,6.135835777,241,0.049792531,0,0,0.136273461
13572,1,1384.25,41.9469697,1,1,0,1,0.701080633
13573,2,294.4,11.32307692,203,0.009852217,0,0,0.368645883
13575,5,732.07,15.91456522,153,0.032679739,0,0,0.398874609
13576,20,6703.3,51.56384615,363,0.055096419,0.002272727,0,0.016577067
13577,5,1658.3,19.50941176,217,0.023041475,0.025940337,0,0.255878084
13579,2,467.04,20.30608696,355,0.005633803,0,0,0.140340846
13581,1,118,11.8,1,1,0,1,0.735920176
13583,1,781.03,14.73641509,1,1,0,1,0.717229166
13584,1,142.4,5.933333333,1,1,0,1,0.734899823
13587,3,347,31.54545455,32,0.09375,0.125,0,0.685789951
13588,13,2445.12,13.584,240,0.054166667,0.012825496,0,0.123427732
13589,2,379.65,18.07857143,165,0.012121212,0,0,0.441424534
13590,7,1976.12,22.20359551,292,0.023972603,0.001083424,0,0.13280345
13591,3,1117.13,19.26086207,203,0.014778325,0,0,0.325780233
13592,4,247.96,15.4975,229,0.017467249,0,0,0.290768741
13593,6,1990.28,15.42852713,228,0.026315789,0.033946252,1,0.217474826
13594,1,396.97,15.26807692,1,1,0,0,0.728284865
13596,2,697.04,4.199036145,8,0.25,0,0,0.723367477
13598,2,167.42,4.083414634,1,2,0.01754386,0,0.676972202
13599,33,5030.6,19.05530303,366,0.090163934,0.03944462,0,0.007912466
13600,1,219.52,11.55368421,1,1,0,1,0.733069645
13601,2,693.32,7.003232323,167,0.011976048,0,0,0.425537844
13602,1,428.89,18.6473913,1,1,0,0,0.727578652
13603,1,164.34,6.086666667,1,1,0,0,0.73429593
13606,3,280.54,6.524186047,283,0.010600707,0,0,0.219252865
13607,1,678.01,6.918469388,1,1,0,0,0.719743107
13610,9,1115.43,4.892236842,274,0.032846715,0.003891051,0,0.147135251
13611,4,1158.2,15.23947368,271,0.014760148,0.005249344,0,0.202963877
13614,4,1610.46,8.012238806,307,0.013029316,0,0,0.15042351
13615,2,399.99,16.66625,7,0.285714286,0.032786885,1,0.732725701
13617,3,544.18,12.36772727,141,0.021276596,0,0,0.465694746
13618,1,177.34,13.64153846,1,1,0,1,0.734371803
13621,1,213.85,11.25526316,1,1,0,1,0.733211168
13623,7,672.44,7.819069767,267,0.026217228,0.027972028,0,0.184184481
13626,1,257.23,13.53842105,1,1,0,1,0.732127191
13627,7,1624.02,17.27680851,299,0.023411371,0.002369668,0,0.131813078
13629,11,7792.36,132.0738983,316,0.034810127,0,0,0.040380552
13630,11,1995.68,24.946,281,0.039145907,0.01016703,0,0.110860751
13631,12,3021.77,251.8141667,168,0.071428571,0.015217391,1,0.212646699
13632,6,2117.02,14.4014966,219,0.02739726,0.000965251,0,0.227072475
13634,5,1575.16,8.378510638,294,0.017006803,0,0,0.155441707
13635,1,1071.03,17.27467742,1,1,0,0,0.70888381
13636,6,941.62,14.7128125,249,0.024096386,0.010238908,0,0.213641413
13637,3,810.5,8.024752475,175,0.017142857,0,0,0.387846299
13638,1,122.64,15.33,1,1,0,0,0.735995417
13639,1,1033.34,25.8335,1,1,0,0,0.710521707
13642,1,354.8,5.375757576,1,1,0,1,0.728896587
13643,3,519.44,18.55142857,155,0.019354839,0,0,0.438540024
13644,5,2597.52,17.55081081,97,0.051546392,0.003398058,0,0.445461416
13645,1,252.1,50.42,1,1,0,1,0.734420489
13647,5,1670.22,20.87775,226,0.022123894,0.001118568,0,0.241803257
13649,2,346.6,15.06956522,110,0.018181818,0,1,0.554951693
13650,7,1809.34,18.46265306,251,0.027888446,0.004357298,0,0.179996821
13651,2,94.2,15.7,5,0.4,0,0,0.739877947
13652,3,1095.08,17.38222222,323,0.009287926,0,0,0.152773239
13654,6,2707.33,16.30921687,231,0.025974026,0,0,0.196618122
13655,2,932.97,16.66017857,128,0.015625,0,1,0.49731941
13656,2,379.65,7.747959184,173,0.011560694,0,1,0.42450494
13657,2,382.14,23.88375,191,0.010471204,0,0,0.389826079
13658,7,2421.47,21.62026786,195,0.035897436,0.009910803,0,0.241764312
13659,3,1550.85,14.35972222,124,0.024193548,0.017064846,1,0.464686299
13662,7,879.08,15.15655172,174,0.040229885,0.00929368,0,0.320445173
13663,1,189.47,14.57461538,1,1,0,1,0.734086961
13666,3,84.65,7.054166667,228,0.013157895,0,0,0.312415443
13667,1,305.02,3.505977011,1,1,0,1,0.730193767
13668,29,6216.07,12.40732535,360,0.080555556,0.028869948,0,0.009372573
13669,2,218.55,24.28333333,99,0.02020202,0,0,0.582263737
13670,1,349.7,13.988,1,1,0,0,0.729547612
13672,6,-71.46,-4.46625,33,0.181818182,-58,1,0.64420546
13673,2,396.92,6.106461538,14,0.142857143,0,0,0.726522391
13675,2,486.82,19.4728,134,0.014925373,0,1,0.501176005
13678,1,232.6,14.5375,1,1,0,1,0.732876917
13680,5,2202.31,10.19587963,338,0.014792899,0.528018942,0,0.104869469
13681,4,827.83,14.52333333,138,0.028985507,0,0,0.443476936
13682,1,59.5,19.83333333,1,1,0,1,0.738008819
13684,2,64.23,2.071935484,1,2,0.026315789,1,0.680065819
13685,7,3119.44,79.98564103,58,0.120689655,0,0,0.471713421
13686,1,72,9,1,1,0,1,0.737037217
13689,1,910,151.6666667,1,1,0,0,0.721735535
13690,1,172.25,19.13888889,1,1,0,0,0.734833353
13692,5,1466.87,26.67036364,212,0.023584906,0.001633987,0,0.269565675
13693,2,-32,-8,1,2,-1,1,0.682440078
13694,60,62653.1,107.0993162,370,0.162162162,0.02441629,0,2.84E-07
13695,15,2504.13,27.82366667,229,0.065502183,0,0,0.116934686
13697,1,151.3,12.60833333,1,1,0,0,0.735038921
13699,1,308.58,22.04142857,1,1,0,1,0.731180336
13700,10,2265.12,11.49807107,301,0.033222591,0,0,0.098369033
13703,1,99.5,99.5,1,1,0,1,0.741476103
13704,10,2295.31,17.0022963,84,0.119047619,0.001963351,0,0.390213084
13705,3,711.86,25.42357143,367,0.008174387,0,0,0.117298167
13706,1,330.79,16.5395,1,1,0,1,0.730231609
13707,2,806.41,16.80020833,49,0.040816327,0,1,0.657842021
13708,1,296.88,5.821176471,1,1,0,1,0.730559277
13709,17,6249.11,18.06101156,312,0.054487179,0.00428449,0,0.032643902
13710,1,180.48,22.56,1,1,0,0,0.73480226
13711,2,252.06,19.38923077,1,2,0,1,0.675316322
13712,1,228.84,22.884,1,1,0,1,0.733468872
13715,8,1053.94,9.758703704,92,0.086956522,0.014414414,1,0.453985344
13716,1,138.28,6.584761905,1,1,0,1,0.735052606
13717,7,1432.26,13.90543689,267,0.026217228,0.000510725,0,0.168641546
13718,2,306.55,25.54583333,50,0.04,0,1,0.672569516
13719,5,1041.68,17.36133333,220,0.022727273,0,0,0.268062818
13720,4,799.9,18.60232558,139,0.028776978,0,1,0.44274014
13721,1,524.14,18.71928571,1,1,0,0,0.724869864
13722,4,2369.16,27.54837209,163,0.024539877,0.000714286,1,0.34316606
13723,1,199.85,33.30833333,1,1,0,1,0.734885652
13725,11,1809.81,15.33737288,259,0.042471042,0.22306525,0,0.132672749
13726,2,1079.66,25.70619048,62,0.032258065,0,0,0.625216931
13727,2,333.48,16.674,5,0.4,0,0,0.733283269
13728,6,1016.14,16.12920635,274,0.02189781,0,0,0.179602351
13730,2,752.6,17.50232558,26,0.076923077,0,1,0.699290563
13731,2,610.59,16.06815789,28,0.071428571,0,1,0.70024471
13732,1,491.86,14.90484848,1,1,0,0,0.725564901
13735,8,2766.18,13.29894231,210,0.038095238,0.043397969,0,0.199116939
13736,3,724,3.731958763,256,0.01171875,0.00811359,0,0.247497672
13737,1,339.6,11.32,1,1,0,1,0.729676215
13739,1,216.9,72.3,1,1,0,0,0.736669687
13740,1,350.75,15.25,1,1,0,1,0.729592131
13741,4,666.33,19.038,146,0.02739726,0.004608295,0,0.433344414
13742,14,3102.42,9.60501548,304,0.046052632,0.007168459,0,0.06570922
13743,8,1340.15,31.90833333,257,0.031128405,0.00056338,0,0.172490962
13744,2,1156.36,16.06055556,198,0.01010101,0,1,0.350024832
13745,2,291.54,11.21307692,11,0.181818182,0.020576132,1,0.733117796
13747,1,79.6,79.6,1,1,0,1,0.740885412
13748,5,948.25,33.86607143,279,0.017921147,0,1,0.186692404
13750,5,1647.26,68.63583333,284,0.017605634,0,0,0.167620255
13751,1,296.25,32.91666667,1,1,0,1,0.732163387
13752,6,1186.28,15.60894737,123,0.048780488,0,1,0.424570462
13753,1,741.26,21.17885714,1,1,0,1,0.718771488
13754,2,282.6,23.55,166,0.012048193,0,1,0.443226201
13755,10,2154.68,6.281865889,60,0.166666667,0.018533441,0,0.439979565
13756,15,5145.12,35.97986014,366,0.040983607,0.007585335,0,0.028684588
13758,7,3190.55,27.26965812,362,0.019337017,0,0,0.067542121
13759,2,659.41,26.3764,38,0.052631579,0,0,0.682634111
13760,2,286.79,5.031403509,203,0.009852217,0,0,0.368463272
13761,2,1070.65,15.295,130,0.015384615,0,0,0.488178539
13762,2,3.55E-15,2.54E-16,15,0.133333333,0,1,0.736096869
13763,3,1689.46,99.38,108,0.027777778,0.004137931,0,0.498795482
13764,3,1521.76,7.316153846,267,0.011235955,0,0,0.211514844
13767,52,16945.71,42.47045113,372,0.139784946,0.008817856,0,0.000344123
13769,16,2771.87,19.38370629,366,0.043715847,0.009548611,0,0.036947871
13771,5,2631.7,21.93083333,183,0.027322404,0.000677507,0,0.283580596
13772,3,1132.13,6.396214689,206,0.014563107,0,0,0.319079165
13774,1,345,15.68181818,1,1,0,0,0.729779994
13777,41,25748.35,117.5723744,373,0.109919571,0.007263355,0,0.000221644
13778,1,178.7,19.85555556,1,1,0,1,0.734694892
13780,2,360.01,6.315964912,164,0.012195122,0,0,0.443284082
13781,1,127.84,7.52,1,1,0,1,0.735398016
13782,6,912,7.930434783,316,0.018987342,0,0,0.135607155
13784,11,2462.79,79.44483871,323,0.034055728,0,0,0.077421265
13786,1,230.4,32.91428571,1,1,0,1,0.734009155
13787,2,309.04,9.969032258,289,0.006920415,0,0,0.222872995
13790,1,348.8,7.751111111,1,1,0,0,0.729206207
13791,3,1047.68,61.62823529,125,0.024,0.449275362,0,0.484108298
13792,2,195.55,15.04230769,222,0.009009009,0,0,0.336430148
13798,63,36351.42,82.80505695,371,0.169811321,0.018457089,0,9.72E-06
13799,2,688.86,17.66307692,178,0.011235955,0,1,0.404485685
13800,1,558.32,16.91878788,1,1,0,1,0.723784975
13801,1,324.8,14.12173913,1,1,0,0,0.730258725
13802,6,3906.27,59.18590909,223,0.02690583,0.127575625,1,0.182306293
13803,1,277.07,16.29823529,1,1,0,1,0.731730869
13804,7,2635.79,19.23934307,260,0.026923077,0,0,0.153352647
13805,2,924.6,71.12307692,77,0.025974026,0,0,0.604702915
13806,1,256.38,25.638,1,1,0,0,0.732857563
13807,1,112.6,16.08571429,1,1,0,1,0.736318527
13808,5,1747.66,22.99552632,92,0.054347826,0,0,0.486254977
13809,1,155.05,12.92083333,1,1,0,1,0.734952419
13810,4,899.51,24.98638889,28,0.142857143,0.003215434,0,0.656928651
13811,4,591.75,42.26785714,56,0.071428571,0.014925373,1,0.618338522
13812,3,539,14.97222222,64,0.046875,0,0,0.620989592
13813,5,1353.41,19.06211268,96,0.052083333,0.003636364,0,0.491949116
13814,3,1562.12,26.93310345,82,0.036585366,0.002320186,0,0.550927436
13815,5,4014.91,22.68310734,297,0.016835017,0.00117325,0,0.112795141
13816,4,555.04,16.81939394,41,0.097560976,0.034615385,0,0.645324373
13817,2,382.98,15.9575,323,0.00619195,0,0,0.176827625
13819,3,1140.35,31.67638889,19,0.157894737,0,1,0.681589585
13821,2,385.64,6.536271186,117,0.017094017,0,1,0.53868961
13822,2,632,6.583333333,35,0.057142857,0,0,0.687348479
13823,2,957.66,23.9415,73,0.02739726,0,0,0.608019463
13824,5,1698.94,36.93347826,278,0.017985612,0,0,0.172209827
13826,2,174.65,14.55416667,19,0.105263158,0.025,1,0.726672484
13827,3,412.05,4.430645161,86,0.034883721,0,0,0.581720294
13828,1,209.49,13.966,1,1,0,0,0.733491271
13829,1,-102,-102,1,1,-1,1,0.735482876
13831,6,2202.99,29.77013514,354,0.016949153,0,0,0.087575769
13832,2,40.95,10.2375,2,1,0.12,0,0.721994554
13833,1,384.8,13.26896552,1,1,0,1,0.728511933
13835,4,834.57,15.174,191,0.020942408,0,0,0.340024428
13837,2,271.24,14.27578947,106,0.018867925,0,1,0.565643529
13838,4,691.73,3.97545977,365,0.010958904,0,0,0.111188881
13841,1,85,85,1,1,0,1,0.741045787
13842,9,3385.62,16.43504854,309,0.029126214,0,0,0.085735123
13844,1,361.62,18.081,1,1,0,0,0.729451319
13845,1,312.98,34.77555556,1,1,0,0,0.731801854
13846,4,847.61,14.61396552,336,0.011904762,0.01305483,0,0.134830603
13848,3,1255,251,274,0.010948905,0,1,0.220519489
13849,2,1537.95,15.22722772,120,0.016666667,0,0,0.491982808
13850,2,1586.81,16.88095745,42,0.047619048,0.003188098,0,0.645255749
13851,3,2651.46,32.73407407,193,0.015544041,0,1,0.297165044
13853,2,1056.94,44.03916667,49,0.040816327,0.026315789,0,0.651562448
13854,29,8025.02,70.39491228,357,0.081232493,0.007901668,0,0.007556041
13856,5,363.4,21.37647059,35,0.142857143,0.020661157,1,0.644475899
13858,1,216.17,19.65181818,1,1,0,0,0.733635388
13859,1,201.16,7.184285714,1,1,0,1,0.733329469
13860,6,1240,16.1038961,86,0.069767442,0.003395586,0,0.497304787
13862,10,2187.31,15.40359155,315,0.031746032,0.003567182,0,0.089618781
13863,2,299.56,13.61636364,3,0.666666667,0.02283105,1,0.726651943
13865,4,501.56,16.71866667,232,0.017241379,0,0,0.278420573
13866,1,145.67,20.81,1,1,0,0,0.735671518
13867,3,1015.29,16.64409836,187,0.016042781,0,0,0.358504609
13868,2,3192.54,96.74363636,32,0.0625,0,0,0.615724822
13869,4,3104.95,10.11384365,234,0.017094017,0,1,0.2069017
13870,10,2751.25,23.31567797,286,0.034965035,0.003787879,0,0.103559913
13871,14,6389.8,18.90473373,287,0.048780488,0.001785077,0,0.048194283
13873,4,381.7,15.90416667,191,0.020942408,0.014492754,1,0.354780553
13874,1,540.45,30.025,1,1,0,1,0.725075723
13875,5,1786.79,17.18067308,248,0.02016129,0,0,0.207245293
13876,1,122.7,17.52857143,1,1,0,0,0.73612103
13877,1,117.24,39.08,1,1,0,0,0.737518088
13878,1,1281.53,35.59805556,1,1,0,0,0.703761139
13880,13,3219.77,19.51375758,346,0.037572254,0,0,0.050203139
13881,22,16989.52,94.38622222,309,0.071197411,0.005565494,0,0.005233002
13882,6,1131.28,17.14060606,62,0.096774194,0.003157895,0,0.549216427
13883,9,2538.75,16.37903226,326,0.027607362,0.049707602,0,0.084291749
13884,6,781.3,13.02166667,277,0.02166065,0.01010101,0,0.180788475
13885,2,506.8,18.1,12,0.166666667,0,1,0.726421831
13886,1,243.56,15.2225,1,1,0,0,0.732609409
13887,1,349.55,18.39736842,1,1,0,1,0.729811028
13888,2,605.63,15.14075,99,0.02020202,0,1,0.568048897
13889,1,416.9,27.79333333,1,1,0,1,0.72845843
13890,14,1860.86,16.32333333,358,0.039106145,0.006053269,0,0.051246742
13892,4,632.97,23.44333333,220,0.018181818,0,0,0.29517459
13893,1,821.1,39.1,1,1,0,1,0.717537288
13894,5,535.97,17.86566667,289,0.017301038,0.044247788,0,0.182473057
13895,5,2588.12,21.74890756,144,0.034722222,0.000733138,0,0.35422287
13897,1,311.16,18.30352941,1,1,0,0,0.730888647
13898,1,155.93,12.99416667,1,1,0,1,0.734932118
13899,2,388.52,20.44842105,259,0.007722008,0,0,0.26696427
13900,3,740.95,17.23139535,80,0.0375,0,1,0.583090766
13901,5,2867.2,19.24295302,247,0.020242915,0,0,0.184289898
13904,2,332.64,12.79384615,258,0.007751938,0,0,0.269705683
13908,5,2347.05,18.62738095,197,0.025380711,0.005442177,0,0.268546309
13911,9,2580.91,17.43858108,252,0.035714286,0,0,0.143976337
13914,3,613.95,18.05735294,33,0.090909091,0.002638522,0,0.674935958
13917,2,272.04,15.11333333,142,0.014084507,0,0,0.492097061
13918,2,1212.84,40.428,204,0.009803922,0,0,0.338682834
13919,3,350.16,10.61090909,69,0.043478261,0.084668192,0,0.617501394
13922,1,172.25,24.60714286,1,1,0,1,0.735150748
13923,1,351.13,17.5565,1,1,0,0,0.729716974
13924,11,1682.08,12.2779562,71,0.154929577,0.028067885,0,0.417541988
13925,6,616.65,13.70333333,99,0.060606061,0.012232416,0,0.493119951
13926,1,223.85,20.35,1,1,0,0,0.733461004
13927,1,348.99,16.61857143,1,1,0,0,0.729722315
13928,4,464.57,17.2062963,123,0.032520325,0,0,0.487186595
13929,3,802.85,80.285,158,0.018987342,0.028776978,1,0.427034844
13930,2,337.34,19.84352941,79,0.025316456,0,0,0.617179528
13931,3,1230.93,20.86322034,196,0.015306122,0.00554785,0,0.335023281
13932,1,307.4,19.2125,1,1,0,1,0.731047844
13933,2,608.79,26.46913043,40,0.05,0,1,0.68075138
13934,1,922.1,29.74516129,1,1,0,1,0.714026567
13936,2,361.28,13.38074074,9,0.222222222,0.018518519,1,0.732912588
13937,1,158.85,17.65,1,1,0,1,0.735120861
13938,1,71.66,10.23714286,1,1,0,0,0.737118102
13939,4,556.75,12.10326087,289,0.01384083,0.004744958,0,0.192964037
13940,4,839.14,17.12530612,127,0.031496063,0,0,0.465623696
13941,7,4912.41,104.5193617,351,0.01994302,0.024707412,0,0.059627409
13946,3,561.57,51.05181818,189,0.015873016,0,0,0.372136519
13947,1,90.6,18.12,1,1,0,0,0.7370475
13948,1,102,34,1,1,0,1,0.73764767
13949,6,2427.32,15.17075,92,0.065217391,0,0,0.442825497
13950,5,728.56,20.23777778,236,0.021186441,0.00623053,0,0.25154943
13951,3,674.45,17.29358974,119,0.025210084,0,1,0.506489464
13952,3,3246.091,23.52239855,28,0.107142857,0.004210526,1,0.597022027
13953,7,3515.68,175.784,346,0.020231214,0,0,0.076163217
13954,3,378.59,12.61966667,70,0.042857143,0.063829787,0,0.614760144
13955,2,322.96,9.786666667,152,0.013157895,0,1,0.469348957
13956,5,1026.42,6.752763158,267,0.018726592,0,0,0.19906483
13958,1,-102.45,-20.49,1,1,-1,1,0.740193663
13959,3,598.2,6.502173913,284,0.01056338,0,0,0.210190419
13960,2,230.22,19.185,51,0.039215686,0,0,0.672779518
13962,2,169.55,15.41363636,224,0.008928571,0,0,0.333614611
13963,4,664.54,18.98685714,60,0.066666667,0,1,0.606619519
13967,1,80.7,40.35,1,1,0,1,0.738603276
13969,20,8986.69,14.19698262,358,0.055865922,0.01316083,0,0.012367862
13971,11,2702.22,17.10265823,277,0.039711191,0.01430143,0,0.10408183
13972,2,190.25,12.68333333,132,0.015151515,0,0,0.515398099
13973,1,264.7,24.06363636,1,1,0,1,0.732532234
13974,1,413.59,14.77107143,1,1,0,0,0.727784101
13975,7,2503.23,7.362441176,246,0.028455285,0.004057971,0,0.171082498
13976,1,357.98,35.798,1,1,0,1,0.730594645
13978,2,196.79,13.11933333,31,0.064516129,0,0,0.707553862
13979,1,869.87,16.1087037,1,1,0,0,0.714724178
13980,1,200.14,18.19454545,1,1,0,0,0.733999134
13982,5,1861.11,16.18356522,327,0.01529052,0.003533569,0,0.118896861
13983,13,2590.46,23.12910714,338,0.038461538,0.011111111,0,0.058241004
13984,6,488.03,28.70764706,340,0.017647059,1.505535055,0,0.120982292
13985,16,7024.53,20.01290598,261,0.061302682,0.002327611,0,0.047088154
13986,1,320.46,24.65076923,1,1,0,0,0.730998606
13988,9,4098.8,17.14979079,235,0.038297872,0.006280992,0,0.134638826
13989,2,1266.08,30.88,174,0.011494253,0,0,0.393496935
13990,1,311.3,19.45625,1,1,0,1,0.730952261
13991,7,850.63,9.891046512,132,0.053030303,0.002008032,0,0.39998509
13992,1,76.8,15.36,1,1,0,0,0.737271199
13993,12,3409.66,27.27728,299,0.040133779,0.00896861,0,0.075489847
13994,6,2313.14,14.92348387,145,0.04137931,0,0,0.343989303
13995,6,1383.49,15.90218391,231,0.025974026,0.01384083,0,0.228282474
13999,15,3865.26,18.23235849,352,0.042613636,0.005378754,0,0.038084239
