CustomerID,frequency,monetary,avg_basket_value,customer_lifetime_days,purchase_velocity,return_ratio,churn
13708,1,296.88,5.821176471,1,1,0,1
13709,17,6249.11,18.06101156,312,0.054487179,0.00428449,0
13710,1,180.48,22.56,1,1,0,0
13711,2,252.06,19.38923077,1,2,0,1
13712,1,228.84,22.884,1,1,0,1
13715,8,1053.94,9.758703704,92,0.086956522,0.014414414,1
13716,1,138.28,6.584761905,1,1,0,1
13717,7,1432.26,13.90543689,267,0.026217228,0.000510725,0
13718,2,306.55,25.54583333,50,0.04,0,1
13719,5,1041.68,17.36133333,220,0.022727273,0,0
13720,4,799.9,18.60232558,139,0.028776978,0,1
13721,1,524.14,18.71928571,1,1,0,0
13722,4,2369.16,27.54837209,163,0.024539877,0.000714286,1
13723,1,199.85,33.30833333,1,1,0,1
13725,11,1809.81,15.33737288,259,0.042471042,0.22306525,0
13726,2,1079.66,25.70619048,62,0.032258065,0,0
13727,2,333.48,16.674,5,0.4,0,0
13728,6,1016.14,16.12920635,274,0.02189781,0,0
13730,2,752.6,17.50232558,26,0.076923077,0,1
13731,2,610.59,16.06815789,28,0.071428571,0,1
13732,1,491.86,14.90484848,1,1,0,0
13735,8,2766.18,13.29894231,210,0.038095238,0.043397969,0
13736,3,724,3.731958763,256,0.01171875,0.00811359,0
13737,1,339.6,11.32,1,1,0,1
13739,1,216.9,72.3,1,1,0,0
13740,1,350.75,15.25,1,1,0,1
13741,4,666.33,19.038,146,0.02739726,0.004608295,0
13742,14,3102.42,9.60501548,304,0.046052632,0.007168459,0
13743,8,1340.15,31.90833333,257,0.031128405,0.00056338,0
13744,2,1156.36,16.06055556,198,0.01010101,0,1
13745,2,291.54,11.21307692,11,0.181818182,0.020576132,1
13747,1,79.6,79.6,1,1,0,1
13748,5,948.25,33.86607143,279,0.017921147,0,1
13750,5,1647.26,68.63583333,284,0.017605634,0,0
13751,1,296.25,32.91666667,1,1,0,1
13752,6,1186.28,15.60894737,123,0.048780488,0,1
13753,1,741.26,21.17885714,1,1,0,1
13754,2,282.6,23.55,166,0.012048193,0,1
13755,10,2154.68,6.281865889,60,0.166666667,0.018533441,0
13756,15,5145.12,35.97986014,366,0.040983607,0.007585335,0
13758,7,3190.55,27.26965812,362,0.019337017,0,0
13759,2,659.41,26.3764,38,0.052631579,0,0
13760,2,286.79,5.031403509,203,0.009852217,0,0
13761,2,1070.65,15.295,130,0.015384615,0,0
13762,2,3.55E-15,2.54E-16,15,0.133333333,0,1
13763,3,1689.46,99.38,108,0.027777778,0.004137931,0
13764,3,1521.76,7.316153846,267,0.011235955,0,0
13767,52,16945.71,42.47045113,372,0.139784946,0.008817856,0
13769,16,2771.87,19.38370629,366,0.043715847,0.009548611,0
13771,5,2631.7,21.93083333,183,0.027322404,0.000677507,0
13772,3,1132.13,6.396214689,206,0.014563107,0,0
13774,1,345,15.68181818,1,1,0,0
13777,41,25748.35,117.5723744,373,0.109919571,0.007263355,0
13778,1,178.7,19.85555556,1,1,0,1
13780,2,360.01,6.315964912,164,0.012195122,0,0
13781,1,127.84,7.52,1,1,0,1
13782,6,912,7.930434783,316,0.018987342,0,0
13784,11,2462.79,79.44483871,323,0.034055728,0,0
13786,1,230.4,32.91428571,1,1,0,1
13787,2,309.04,9.969032258,289,0.006920415,0,0
13790,1,348.8,7.751111111,1,1,0,0
13791,3,1047.68,61.62823529,125,0.024,0.449275362,0
13792,2,195.55,15.04230769,222,0.009009009,0,0
13798,63,36351.42,82.80505695,371,0.169811321,0.018457089,0
13799,2,688.86,17.66307692,178,0.011235955,0,1
13800,1,558.32,16.91878788,1,1,0,1
13801,1,324.8,14.12173913,1,1,0,0
13802,6,3906.27,59.18590909,223,0.02690583,0.127575625,1
13803,1,277.07,16.29823529,1,1,0,1
13804,7,2635.79,19.23934307,260,0.026923077,0,0
13805,2,924.6,71.12307692,77,0.025974026,0,0
13806,1,256.38,25.638,1,1,0,0
13807,1,112.6,16.08571429,1,1,0,1
13808,5,1747.66,22.99552632,92,0.054347826,0,0
13809,1,155.05,12.92083333,1,1,0,1
13810,4,899.51,24.98638889,28,0.142857143,0.003215434,0
13811,4,591.75,42.26785714,56,0.071428571,0.014925373,1
13812,3,539,14.97222222,64,0.046875,0,0
13813,5,1353.41,19.06211268,96,0.052083333,0.003636364,0
13814,3,1562.12,26.93310345,82,0.036585366,0.002320186,0
13815,5,4014.91,22.68310734,297,0.016835017,0.00117325,0
13816,4,555.04,16.81939394,41,0.097560976,0.034615385,0
13817,2,382.98,15.9575,323,0.00619195,0,0
13819,3,1140.35,31.67638889,19,0.157894737,0,1
13821,2,385.64,6.536271186,117,0.017094017,0,1
13822,2,632,6.583333333,35,0.057142857,0,0
13823,2,957.66,23.9415,73,0.02739726,0,0
13824,5,1698.94,36.93347826,278,0.017985612,0,0
13826,2,174.65,14.55416667,19,0.105263158,0.025,1
13827,3,412.05,4.430645161,86,0.034883721,0,0
13828,1,209.49,13.966,1,1,0,0
13829,1,-102,-102,1,1,-1,1
13831,6,2202.99,29.77013514,354,0.016949153,0,0
13832,2,40.95,10.2375,2,1,0.12,0
13833,1,384.8,13.26896552,1,1,0,1
13835,4,834.57,15.174,191,0.020942408,0,0
13837,2,271.24,14.27578947,106,0.018867925,0,1
13838,4,691.73,3.97545977,365,0.010958904,0,0
13841,1,85,85,1,1,0,1
13842,9,3385.62,16.43504854,309,0.029126214,0,0
13844,1,361.62,18.081,1,1,0,0
13845,1,312.98,34.77555556,1,1,0,0
13846,4,847.61,14.61396552,336,0.011904762,0.01305483,0
13848,3,1255,251,274,0.010948905,0,1
13849,2,1537.95,15.22722772,120,0.016666667,0,0
13850,2,1586.81,16.88095745,42,0.047619048,0.003188098,0
13851,3,2651.46,32.73407407,193,0.015544041,0,1
13853,2,1056.94,44.03916667,49,0.040816327,0.026315789,0
13854,29,8025.02,70.39491228,357,0.081232493,0.007901668,0
13856,5,363.4,21.37647059,35,0.142857143,0.020661157,1
13858,1,216.17,19.65181818,1,1,0,0
13859,1,201.16,7.184285714,1,1,0,1
13860,6,1240,16.1038961,86,0.069767442,0.003395586,0
13862,10,2187.31,15.40359155,315,0.031746032,0.003567182,0
13863,2,299.56,13.61636364,3,0.666666667,0.02283105,1
13865,4,501.56,16.71866667,232,0.017241379,0,0
13866,1,145.67,20.81,1,1,0,0
13867,3,1015.29,16.64409836,187,0.016042781,0,0
13868,2,3192.54,96.74363636,32,0.0625,0,0
13869,4,3104.95,10.11384365,234,0.017094017,0,1
13870,10,2751.25,23.31567797,286,0.034965035,0.003787879,0
13871,14,6389.8,18.90473373,287,0.048780488,0.001785077,0
13873,4,381.7,15.90416667,191,0.020942408,0.014492754,1
13874,1,540.45,30.025,1,1,0,1
13875,5,1786.79,17.18067308,248,0.02016129,0,0
13876,1,122.7,17.52857143,1,1,0,0
13877,1,117.24,39.08,1,1,0,0
13878,1,1281.53,35.59805556,1,1,0,0
13880,13,3219.77,19.51375758,346,0.037572254,0,0
13881,22,16989.52,94.38622222,309,0.071197411,0.005565494,0
13882,6,1131.28,17.14060606,62,0.096774194,0.003157895,0
13883,9,2538.75,16.37903226,326,0.027607362,0.049707602,0
13884,6,781.3,13.02166667,277,0.02166065,0.01010101,0
13885,2,506.8,18.1,12,0.166666667,0,1
13886,1,243.56,15.2225,1,1,0,0
13887,1,349.55,18.39736842,1,1,0,1
13888,2,605.63,15.14075,99,0.02020202,0,1
13889,1,416.9,27.79333333,1,1,0,1
13890,14,1860.86,16.32333333,358,0.039106145,0.006053269,0
13892,4,632.97,23.44333333,220,0.018181818,0,0
13893,1,821.1,39.1,1,1,0,1
13894,5,535.97,17.86566667,289,0.017301038,0.044247788,0
13895,5,2588.12,21.74890756,144,0.034722222,0.000733138,0
13897,1,311.16,18.30352941,1,1,0,0
13898,1,155.93,12.99416667,1,1,0,1
13899,2,388.52,20.44842105,259,0.007722008,0,0
13900,3,740.95,17.23139535,80,0.0375,0,1
13901,5,2867.2,19.24295302,247,0.020242915,0,0
13904,2,332.64,12.79384615,258,0.007751938,0,0
13908,5,2347.05,18.62738095,197,0.025380711,0.005442177,0
13911,9,2580.91,17.43858108,252,0.035714286,0,0
13914,3,613.95,18.05735294,33,0.090909091,0.002638522,0
13917,2,272.04,15.11333333,142,0.014084507,0,0
13918,2,1212.84,40.428,204,0.009803922,0,0
13919,3,350.16,10.61090909,69,0.043478261,0.084668192,0
13922,1,172.25,24.60714286,1,1,0,1
13923,1,351.13,17.5565,1,1,0,0
13924,11,1682.08,12.2779562,71,0.154929577,0.028067885,0
13925,6,616.65,13.70333333,99,0.060606061,0.012232416,0
13926,1,223.85,20.35,1,1,0,0
13927,1,348.99,16.61857143,1,1,0,0
13928,4,464.57,17.2062963,123,0.032520325,0,0
13929,3,802.85,80.285,158,0.018987342,0.028776978,1
13930,2,337.34,19.84352941,79,0.025316456,0,0
13931,3,1230.93,20.86322034,196,0.015306122,0.00554785,0
13932,1,307.4,19.2125,1,1,0,1
13933,2,608.79,26.46913043,40,0.05,0,1
13934,1,922.1,29.74516129,1,1,0,1
13936,2,361.28,13.38074074,9,0.222222222,0.018518519,1
13937,1,158.85,17.65,1,1,0,1
13938,1,71.66,10.23714286,1,1,0,0
13939,4,556.75,12.10326087,289,0.01384083,0.004744958,0
13940,4,839.14,17.12530612,127,0.031496063,0,0
13941,7,4912.41,104.5193617,351,0.01994302,0.024707412,0
13946,3,561.57,51.05181818,189,0.015873016,0,0
13947,1,90.6,18.12,1,1,0,0
13948,1,102,34,1,1,0,1
13949,6,2427.32,15.17075,92,0.065217391,0,0
13950,5,728.56,20.23777778,236,0.021186441,0.00623053,0
13951,3,674.45,17.29358974,119,0.025210084,0,1
13952,3,3246.091,23.52239855,28,0.107142857,0.004210526,1
13953,7,3515.68,175.784,346,0.020231214,0,0
13954,3,378.59,12.61966667,70,0.042857143,0.063829787,0
13955,2,322.96,9.786666667,152,0.013157895,0,1
13956,5,1026.42,6.752763158,267,0.018726592,0,0
13958,1,-102.45,-20.49,1,1,-1,1
13959,3,598.2,6.502173913,284,0.01056338,0,0
13960,2,230.22,19.185,51,0.039215686,0,0
13962,2,169.55,15.41363636,224,0.008928571,0,0
13963,4,664.54,18.98685714,60,0.066666667,0,1
13967,1,80.7,40.35,1,1,0,1
13969,20,8986.69,14.19698262,358,0.055865922,0.01316083,0
13971,11,2702.22,17.10265823,277,0.039711191,0.01430143,0
13972,2,190.25,12.68333333,132,0.015151515,0,0
13973,1,264.7,24.06363636,1,1,0,1
13974,1,413.59,14.77107143,1,1,0,0
13975,7,2503.23,7.362441176,246,0.028455285,0.004057971,0
13976,1,357.98,35.798,1,1,0,1
13978,2,196.79,13.11933333,31,0.064516129,0,0
13979,1,869.87,16.1087037,1,1,0,0
13980,1,200.14,18.19454545,1,1,0,0
13982,5,1861.11,16.18356522,327,0.01529052,0.003533569,0
13983,13,2590.46,23.12910714,338,0.038461538,0.011111111,0
13984,6,488.03,28.70764706,340,0.017647059,1.505535055,0
13985,16,7024.53,20.01290598,261,0.061302682,0.002327611,0
13986,1,320.46,24.65076923,1,1,0,0
13988,9,4098.8,17.14979079,235,0.038297872,0.006280992,0
13989,2,1266.08,30.88,174,0.011494253,0,0
13990,1,311.3,19.45625,1,1,0,1
13991,7,850.63,9.891046512,132,0.053030303,0.002008032,0
13992,1,76.8,15.36,1,1,0,0
13993,12,3409.66,27.27728,299,0.040133779,0.00896861,0
13994,6,2313.14,14.92348387,145,0.04137931,0,0
13995,6,1383.49,15.90218391,231,0.025974026,0.01384083,0
13999,15,3865.26,18.23235849,352,0.042613636,0.005378754,0
14000,2,633.71,39.606875,5,0.4,0.004243281,1
14001,4,2030.33,50.75825,328,0.012195122,0.003128259,0
14002,2,529.73,11.27085106,23,0.086956522,0,1
14004,7,4582.64,26.79906433,246,0.028455285,0,0
14005,5,2874.72,34.22285714,207,0.024154589,0,0
14006,3,962.19,32.073,197,0.015228426,0,1
14009,3,685.93,15.58931818,8,0.375,0.011080332,1
14012,1,328.8,29.89090909,1,1,0,1
14013,3,473.02,13.91235294,166,0.018072289,0,1
14014,1,505.18,12.95333333,1,1,0,0
14015,1,917.34,45.867,1,1,0,0
14016,5,4328.46,26.71888889,204,0.024509804,0.00047081,1
14019,4,1398.96,20.57294118,92,0.043478261,0.002901354,0
14020,2,642.8,16.48205128,72,0.027777778,0,0
14021,3,631.9,28.72272727,102,0.029411765,0,1
14022,1,440,15.71428571,1,1,0,1
14023,2,584.07,18.84096774,243,0.008230453,0,0
14024,2,327.7,20.48125,3,0.666666667,0,1
14027,1,104.82,17.47,1,1,0,0
14029,2,467.66,31.17733333,81,0.024691358,0,0
14030,8,2360.09,9.712304527,349,0.022922636,0,0
14031,23,14634.64,56.72341085,366,0.06284153,0.077839851,0
14032,18,2929.84,19.27526316,365,0.049315068,0.011952191,0
14034,4,512.02,5.565434783,136,0.029411765,0.342857143,0
14035,5,1428.02,21.63666667,269,0.018587361,0,0
14036,1,626.65,16.49078947,1,1,0,1
14037,2,147.2,5.257142857,189,0.010582011,0,1
14038,4,1554.48,16.71483871,129,0.031007752,0.002076843,0
14039,1,152.2,25.36666667,1,1,0,0
14040,15,3542.19,14.69788382,291,0.051546392,0.019685039,0
14041,1,141.41,6.733809524,1,1,0,1
14044,4,652.82,3.12354067,284,0.014084507,0,0
14045,4,1659.75,276.625,265,0.01509434,0,1
14046,1,154.99,11.07071429,1,1,0,1
14047,7,1290.01,37.94147059,365,0.019178082,0.01061008,0
14048,2,375.13,4.262840909,28,0.071428571,0.051094891,1
14049,6,5639.15,11.16663366,302,0.01986755,0.00624025,0
14050,2,746.36,13.82148148,75,0.026666667,0,0
14051,26,15477.34,71.98762791,366,0.071038251,0.004009623,0
14052,1,225.36,4.024285714,1,1,0,0
14053,2,260.25,65.0625,36,0.055555556,0,1
14054,1,92.46,15.41,1,1,0,0
14055,1,725.64,72.564,1,1,0,1
14056,29,8124.4,7.20248227,283,0.102473498,0.009688091,0
14057,18,6147.4,21.12508591,337,0.053412463,0.035683942,0
14059,1,183.6,22.95,1,1,0,1
14060,20,6135.38,30.2235468,369,0.054200542,0.002232974,0
14062,12,10464.85,94.27792793,355,0.033802817,0,0
14064,7,1188.32,14.49170732,246,0.028455285,0.324444444,0
14066,1,152.55,21.79285714,1,1,0,1
14067,2,374.7,7.205769231,33,0.060606061,0,0
14068,1,265.85,11.07708333,1,1,0,1
14071,9,1307.41,3.926156156,262,0.034351145,0.105555556,0
14073,2,139.54,9.967142857,12,0.166666667,0.015625,0
14075,3,942.26,21.91302326,257,0.011673152,0,0
14076,1,122.47,2.662391304,1,1,0,1
14077,5,499.42,11.89095238,234,0.021367521,0,0
14078,6,1049.37,16.14415385,272,0.022058824,0,1
14079,1,375.1,31.25833333,1,1,0,1
14080,1,45.6,11.4,1,1,0,0
14081,4,904.67,5.799166667,102,0.039215686,0.005059022,1
14082,1,182.25,6.284482759,1,1,0,1
14083,9,1018.43,5.626685083,368,0.024456522,0,0
14085,19,4435.79,9.835454545,367,0.051771117,0.000314169,0
14087,2,181.67,2.595285714,1,2,0.004,0
14088,14,50415.49,85.44998305,313,0.044728435,0.005717462,0
14089,1,161,11.5,1,1,0,0
14090,1,76.32,76.32,1,1,0,1
14092,17,4063.1,18.72396313,366,0.046448087,0.002426007,0
14093,1,442.85,4.217619048,1,1,0,0
14096,34,57120.91,11.13902301,98,0.346938776,0.00104071,0
14098,1,147.35,7.016666667,1,1,0,0
14099,12,3092.97,12.27369048,339,0.03539823,0.000918695,0
14100,1,194.9,7.496153846,1,1,0,1
14101,6,5976.79,170.7654286,253,0.023715415,0,0
14102,8,1314.73,15.65154762,40,0.2,0.024520256,0
14104,2,216.21,10.29571429,12,0.166666667,0,1
14105,2,1260.33,16.58328947,154,0.012987013,0.002506266,0
14107,8,2688.48,21.68129032,313,0.025559105,0.002796421,0
14108,3,594.16,16.976,71,0.042253521,0.002631579,0
14109,2,80.2,5.728571429,50,0.04,0.571428571,0
14110,13,5669.65,36.34391026,264,0.049242424,0.000818666,0
14111,5,688.6,62.6,228,0.021929825,0.002188184,0
14112,12,2774.17,16.03566474,254,0.047244094,0.026741294,0
14113,8,1377.92,34.448,352,0.022727273,0.173228346,0
14114,2,386.53,25.76866667,57,0.035087719,0,1
14116,5,1382.74,19.20472222,102,0.049019608,0,0
14117,1,90,30,1,1,0,1
14119,1,-19.9,-19.9,1,1,-1,1
14121,6,2740.3,17.02049689,57,0.105263158,0.001924928,0
14124,1,419.58,83.916,1,1,0,0
14125,3,2740.43,16.40976048,68,0.044117647,0,0
14126,4,643.63,40.226875,3,1.333333333,0.109170306,0
14127,3,709.71,16.12977273,188,0.015957447,0,1
14128,2,637.5,13.85869565,196,0.010204082,0,0
14129,5,1123.86,21.61269231,260,0.019230769,0,0
14130,1,483.86,7.221791045,1,1,0,1
14132,12,3580.13,17.81159204,182,0.065934066,0.000594177,0
14133,5,590.34,19.678,187,0.026737968,0.01754386,1
14135,15,4690.31,35.00231343,372,0.040322581,0,0
14138,2,982.38,20.90170213,63,0.031746032,0,0
14139,1,415.82,15.99307692,1,1,0,0
14140,3,920.05,13.73208955,28,0.107142857,0.002472188,0
14141,6,879.03,19.10934783,103,0.058252427,0.053412463,0
14142,1,311.81,14.17318182,1,1,0,1
14143,1,115.8,16.54285714,1,1,0,1
14145,5,3148.2,262.35,171,0.029239766,0.188679245,0
14146,6,2949.57,12.03906122,349,0.017191977,0.292152704,0
14147,3,468.4,78.06666667,237,0.012658228,0.125,0
14148,1,157.2,52.4,1,1,0,1
14149,3,259.43,6.48575,9,0.333333333,0.689922481,1
14150,2,658.64,25.33230769,325,0.006153846,0,0
14152,3,611.09,12.2218,159,0.018867925,0.017167382,0
14154,2,1345.62,25.87730769,1,2,0,1
14155,1,118.75,19.79166667,1,1,0,1
14156,66,113384.14,79.84798592,363,0.181818182,0.015081105,0
14157,3,400.43,8.172040816,266,0.011278195,0.04029304,0
14158,1,507.66,12.38195122,1,1,0,0
14159,14,4678.3,3.859983498,344,0.040697674,0.002957907,0
14161,3,1110.52,10.28259259,154,0.019480519,0,1
14162,2,289.36,11.5744,119,0.016806723,0,1
14163,4,2445.91,47.03673077,152,0.026315789,0,0
14164,2,1631.77,56.26793103,11,0.181818182,0,0
14165,1,122.54,4.9016,1,1,0,1
14167,4,574.84,11.05461538,292,0.01369863,0,0
14171,1,363.79,6.272241379,1,1,0,1
14173,4,450.84,15.5462069,209,0.019138756,0,0
14174,1,134.46,5.171538462,1,1,0,0
14175,7,3108.06,18.95158537,279,0.025089606,0.036960986,0
14176,5,574,17.9375,71,0.070422535,0.009661836,1
14177,5,554.46,12.8944186,95,0.052631579,0.004901961,0
14178,7,1620.93,4.956972477,174,0.040229885,0,0
14179,2,719.78,4.36230303,12,0.166666667,0,0
14180,31,4640.77,18.71278226,362,0.085635359,0.012676056,0
14184,1,452.89,18.87041667,1,1,0,0
14185,1,197.65,65.88333333,1,1,0,1
14188,10,2018.91,28.43535211,302,0.033112583,0.014847162,0
14189,24,4604.31,16.62205776,367,0.065395095,0.004593008,0
14191,14,4660.01,17.7186692,219,0.063926941,0.001367241,0
14193,2,853.39,20.31880952,202,0.00990099,0,0
14194,32,11216.75,18.57077815,304,0.105263158,0.009856476,0
14195,3,962.7,120.3375,51,0.058823529,0.082621083,1
14196,1,335.52,55.92,1,1,0,1
14198,7,663.5,15.07954545,236,0.029661017,0.035714286,0
14199,1,185.4,92.7,1,1,0,1
14201,9,688.04,17.64205128,300,0.03,0.020761246,0
14204,1,161.03,3.659772727,1,1,0,0
14205,4,218.78,5.60974359,355,0.011267606,1.060606061,0
14206,2,308.26,14.67904762,122,0.016393443,0.00729927,1
14208,1,151.74,15.174,1,1,0,1
14209,7,2067.13,23.49011364,322,0.02173913,0.004360465,0
14210,7,1900.89,18.45524272,281,0.024911032,0.001317523,1
14211,13,2208.3,18.71440678,242,0.053719008,0.008116883,0
14212,1,1070.48,118.9422222,1,1,0,0
14213,1,-1192.2,-238.44,1,1,-1,1
14214,7,1000.23,14.289,247,0.028340081,0.004010695,0
14215,7,1777.92,16.31119266,357,0.019607843,0.00295421,0
14216,4,1839.3,31.17457627,35,0.114285714,0,0
14217,24,1925.36,17.99401869,365,0.065753425,0.017725258,0
14218,1,169.48,14.12333333,1,1,0,0
14219,1,89.94,12.84857143,1,1,0,0
14220,2,632.4,30.11428571,111,0.018018018,0,1
14221,10,3427.85,17.6693299,297,0.033670034,0.000456621,0
14222,1,683.17,16.66268293,1,1,0,1
14223,4,975.23,15.98737705,172,0.023255814,0.003430532,1
14224,4,1050.12,8.899322034,210,0.019047619,0,1
14226,7,2201.64,30.15945205,241,0.029045643,0.005380477,0
14227,15,3315.71,18.11863388,259,0.057915058,0.00496963,0
14229,5,1450.6,33.73488372,282,0.017730496,0.033898305,0
14231,5,822.06,15.22333333,110,0.045454545,0.017412935,1
14232,8,2043.93,17.32144068,233,0.034334764,0.002065049,0
14233,5,1447.51,40.20861111,274,0.018248175,0.013412817,0
14234,4,775.46,4.877106918,36,0.111111111,0,0
14235,6,3093.86,38.67325,251,0.023904382,0.006163328,0
14236,2,490.86,32.724,292,0.006849315,0,0
14237,1,161,17.88888889,1,1,0,1
14238,1,146.85,18.35625,1,1,0,1
14239,13,2323.5,20.03017241,273,0.047619048,0.007099391,0
14240,2,890.34,21.19857143,196,0.010204082,0,0
14241,1,213.7,21.37,1,1,0,1
14242,2,280.55,17.534375,92,0.02173913,0,1
14243,14,2535.88,17.13432432,358,0.039106145,0.014119601,0
14245,5,1677.48,14.9775,88,0.056818182,0.005149331,1
14246,3,1474.06,19.65413333,136,0.022058824,0,1
14247,1,136.77,6.8385,1,1,0,1
14248,1,302.58,37.8225,1,1,0,1
14250,3,1904.05,17.1536036,83,0.036144578,0,0
14251,5,2879.7,36.91923077,56,0.089285714,0,0
14256,3,935.06,17.31592593,111,0.027027027,0.009756098,1
14257,6,3087.27,28.85299065,268,0.02238806,0.002981515,0
14258,10,12650.08,112.9471429,329,0.030395137,0.00028177,0
14259,1,120,24,1,1,0,1
14261,2,1163.45,22.37403846,28,0.071428571,0,0
14262,8,2618.23,18.3093007,233,0.034334764,0,0
14264,3,319.47,16.81421053,218,0.013761468,0.060606061,1
14265,2,530.18,17.10258065,40,0.05,0,1
14267,7,1279.09,19.38015152,110,0.063636364,0.14967462,1
14270,1,492.65,16.98793103,1,1,0,1
14271,1,112.32,11.232,1,1,0,1
14272,2,437.96,13.27151515,181,0.011049724,0,0
14273,4,559.97,19.30931034,191,0.020942408,0,0
14276,5,1019.39,13.59186667,202,0.024752475,0.029045643,0
14277,4,3957,17.35526316,198,0.02020202,0.221674877,0
14280,1,134.04,16.755,1,1,0,1
14282,15,3729.34,23.90602564,365,0.04109589,0,0
14284,3,578.45,17.01323529,56,0.053571429,0.025477707,0
14285,4,1910.01,70.74111111,156,0.025641026,0,0
14286,5,4595.81,16.12564912,220,0.022727273,0.007431491,0
14287,4,151.23,13.74818182,191,0.020942408,0.105932203,0
14288,2,413.85,24.34411765,2,1,0.005347594,1
14289,6,911.26,19.38851064,281,0.021352313,0,0
14290,6,2307.45,22.40242718,351,0.017094017,0.002190581,0
14291,12,3873.3,16.27436975,274,0.04379562,0.000363901,0
14292,14,4819.33,44.62342593,319,0.043887147,0.012172855,0
14293,4,1046.56,17.15672131,366,0.010928962,0,0
14295,2,154.7,22.1,293,0.006825939,0.024390244,0
14297,6,1284.06,20.0634375,258,0.023255814,0.004645761,0
14298,45,50862.44,31.01368293,358,0.125698324,0.005549715,0
14299,18,2855.35,17.62561728,359,0.050139276,0.067560854,0
14300,1,43.2,14.4,1,1,0,0
14301,2,632.04,39.5025,10,0.2,0.01,1
14304,2,197.1,7.3,79,0.025316456,1.574074074,1
14305,5,1803.76,16.39781818,65,0.076923077,0.018709074,0
14306,3,2083.42,59.52628571,35,0.085714286,0.001863933,0
14307,6,2995.72,16.64288889,285,0.021052632,0,0
14309,10,2319.68,18.85918699,351,0.028490028,0.008647313,0
14311,2,229.71,8.507777778,18,0.111111111,0.168,1
14312,6,1611.59,18.52402299,291,0.020618557,0,0
14314,1,120,15,1,1,0,1
14315,7,2456.98,23.62480769,246,0.028455285,0.010891089,0
14317,1,508.58,21.19083333,1,1,0,0
14320,3,343.11,8.169285714,127,0.023622047,0.359832636,1
14321,5,1530.75,12.44512195,323,0.015479876,0,0
14323,4,574.26,14.00634146,124,0.032258065,0.029411765,1
14326,2,166.85,18.53888889,8,0.25,0.04040404,1
14327,1,311.65,25.97083333,1,1,0,1
14329,14,4928.74,18.32245353,321,0.043613707,0.006504065,0
14331,2,462.66,16.52357143,11,0.181818182,0,1
14332,3,866.31,33.31961538,126,0.023809524,0,0
14333,2,351.45,18.49736842,4,0.5,0.115384615,0
14334,9,2539.46,15.5795092,342,0.026315789,0.000578035,0
14335,2,468.26,7.432698413,81,0.024691358,0,0
14336,4,1614.91,17.94344444,260,0.015384615,0,0
14338,4,554.22,16.30058824,39,0.102564103,0.018237082,1
14339,4,289.91,16.10611111,9,0.444444444,0.12,1
14340,1,134.7,22.45,1,1,0,1
14341,9,2166.38,16.66446154,274,0.032846715,0.001427552,0
14342,6,607.71,25.32125,189,0.031746032,0.029673591,0
14344,8,889.93,12.53422535,242,0.033057851,0,1
14345,1,108.98,18.16333333,1,1,0,0
14346,2,1021.58,17.02633333,177,0.011299435,0,1
14348,1,409.57,22.75388889,1,1,0,1
14349,1,133.5,4.306451613,1,1,0,0
14350,2,258.7,12.31904762,4,0.5,0.102409639,1
14351,1,51,51,1,1,0,1
14352,4,1078.96,22.95659574,117,0.034188034,0,1
14353,1,90.6,15.1,1,1,0,1
14354,2,163.62,18.18,25,0.08,0,0
14355,1,174.4,15.85454545,1,1,0,1
14356,4,666.94,17.55105263,22,0.181818182,0.041353383,0
14357,1,225.77,5.506585366,1,1,0,0
14359,6,882.58,15.21689655,69,0.086956522,0.022038567,0
14360,4,2128.23,18.03584746,63,0.063492063,0,0
14362,1,161.2,3.931707317,1,1,0,0
14364,8,3717.35,53.87463768,103,0.077669903,0,1
14367,19,9167.82,17.20041276,268,0.070895522,0.006349206,0
14368,1,155,19.375,1,1,0,1
14371,1,100.5,25.125,1,1,0,1
14373,1,76.55,19.1375,1,1,0,1
14375,1,257.68,3.435733333,1,1,0,1
14377,2,617.05,56.09545455,71,0.028169014,0,1
14379,2,348.1,7.567391304,252,0.007936508,0,0
14381,1,202.68,3.619285714,1,1,0,0
14382,1,626.07,4.779160305,1,1,0,0
14383,3,1247.69,21.14728814,126,0.023809524,0,0
14385,3,202.11,14.43642857,15,0.2,0,0
14386,1,142.4,20.34285714,1,1,0,1
14387,3,1770.56,12.64685714,77,0.038961039,0,0
14388,10,3172.04,16.60753927,365,0.02739726,0.004138645,0
14389,5,999.72,16.12451613,310,0.016129032,0.038461538,0
14390,13,4592.47,15.78168385,363,0.035812672,0.005176471,0
14393,1,67.95,13.59,1,1,0,1
14395,12,3471.91,9.835439093,370,0.032432432,0.002368265,0
14396,2,487.99,6.684794521,307,0.006514658,0,0
14397,23,2556.68,26.91242105,213,0.107981221,0.020518359,0
14400,2,559.7,21.52692308,9,0.222222222,0.008888889,1
14401,14,4039.98,22.07639344,356,0.039325843,0.000443951,0
14403,5,1426.31,54.85807692,117,0.042735043,0.011695906,1
14404,7,1434.72,13.79538462,336,0.020833333,0.009626955,0
14406,1,156.75,19.59375,1,1,0,1
14407,9,2111.08,27.77736842,170,0.052941176,0.002124646,1
14408,7,2606.53,24.36009346,254,0.027559055,0,0
14409,7,1908.25,34.69545455,298,0.023489933,0.062176166,0
14410,15,576.3,2.015034965,291,0.051546392,0.962199313,0
14411,1,1063,75.92857143,1,1,0,1
